lexemeCurrentNode        lineno   tokenName                valueIfNumber    parentNodeSymbol         isLeaf   NodeSymbol              
<---                     77       TK_ASSIGNOP              ~~~~             ASSIGNMENT_STMT          yes      TK_ASSIGNOP             
b3                       77       TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     77       ~~~~                     ~~~~             VAR                      no       SINGLE_OR_REC_ID        
~~~~                     77       ~~~~                     ~~~~             FACTOR                   no       VAR                     
~~~~                     77       ~~~~                     ~~~~             TERM                     no       FACTOR                  
~~~~                     77       ~~~~                     ~~~~             ARITHMETIC_EXPRESSION    no       TERM                    
~~~~                     77       ~~~~                     ~~~~             ASSIGNMENT_STMT          no       ARITHMETIC_EXPRESSION   
+                        77       TK_PLUS                  ~~~~             LOW_PRECEDENCE_OPERATORS yes      TK_PLUS                 
~~~~                     77       ~~~~                     ~~~~             EXP_PRIME                no       LOW_PRECEDENCE_OPERATORS
~~~~                     77       ~~~~                     ~~~~             ARITHMETIC_EXPRESSION    no       EXP_PRIME               
1                        77       TK_NUM                   1                VAR                      yes      TK_NUM                  
~~~~                     77       ~~~~                     ~~~~             FACTOR                   no       VAR                     
~~~~                     77       ~~~~                     ~~~~             TERM                     no       FACTOR                  
~~~~                     77       ~~~~                     ~~~~             EXP_PRIME                no       TERM                    
;                        77       TK_SEM                   ~~~~             ASSIGNMENT_STMT          yes      TK_SEM                  
~~~~                     77       ~~~~                     ~~~~             ITERATIVE_STMT           no       STMT                    
c4                       80       TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     80       ~~~~                     ~~~~             ASSIGNMENT_STMT          no       SINGLE_OR_REC_ID        
~~~~                     80       ~~~~                     ~~~~             STMT                     no       ASSIGNMENT_STMT         
<---                     80       TK_ASSIGNOP              ~~~~             ASSIGNMENT_STMT          yes      TK_ASSIGNOP             
c4                       80       TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     80       ~~~~                     ~~~~             VAR                      no       SINGLE_OR_REC_ID        
~~~~                     80       ~~~~                     ~~~~             FACTOR                   no       VAR                     
~~~~                     80       ~~~~                     ~~~~             TERM                     no       FACTOR                  
~~~~                     80       ~~~~                     ~~~~             ARITHMETIC_EXPRESSION    no       TERM                    
~~~~                     80       ~~~~                     ~~~~             ASSIGNMENT_STMT          no       ARITHMETIC_EXPRESSION   
-                        80       TK_MINUS                 ~~~~             LOW_PRECEDENCE_OPERATORS yes      TK_MINUS                
~~~~                     80       ~~~~                     ~~~~             EXP_PRIME                no       LOW_PRECEDENCE_OPERATORS
~~~~                     80       ~~~~                     ~~~~             ARITHMETIC_EXPRESSION    no       EXP_PRIME               
1                        80       TK_NUM                   1                VAR                      yes      TK_NUM                  
~~~~                     80       ~~~~                     ~~~~             FACTOR                   no       VAR                     
~~~~                     80       ~~~~                     ~~~~             TERM                     no       FACTOR                  
~~~~                     80       ~~~~                     ~~~~             EXP_PRIME                no       TERM                    
;                        80       TK_SEM                   ~~~~             ASSIGNMENT_STMT          yes      TK_SEM                  
~~~~                     80       ~~~~                     ~~~~             OTHER_STMTS              no       STMT                    
~~~~                     81       ~~~~                     ~~~~             ITERATIVE_STMT           no       OTHER_STMTS             
endwhile                 81       TK_ENDWHILE              ~~~~             ITERATIVE_STMT           yes      TK_ENDWHILE             
~~~~                     76       ~~~~                     ~~~~             OTHER_STMTS              no       STMT                    
~~~~                     83       ~~~~                     ~~~~             OTHER_STMTS              no       OTHER_STMTS             
if                       84       TK_IF                    ~~~~             CONDITIONAL_STMT         yes      TK_IF                   
~~~~                     86       ~~~~                     ~~~~             STMT                     no       CONDITIONAL_STMT        
(                        84       TK_OP                    ~~~~             CONDITIONAL_STMT         yes      TK_OP                   
b3                       84       TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     84       ~~~~                     ~~~~             VAR                      no       SINGLE_OR_REC_ID        
~~~~                     84       ~~~~                     ~~~~             BOOLEAN_EXPRESSION       no       VAR                     
~~~~                     84       ~~~~                     ~~~~             CONDITIONAL_STMT         no       BOOLEAN_EXPRESSION      
==                       84       TK_EQ                    ~~~~             RELATIONAL_OP            yes      TK_EQ                   
~~~~                     84       ~~~~                     ~~~~             BOOLEAN_EXPRESSION       no       RELATIONAL_OP           
10                       84       TK_NUM                   10               VAR                      yes      TK_NUM                  
~~~~                     84       ~~~~                     ~~~~             BOOLEAN_EXPRESSION       no       VAR                     
)                        84       TK_CL                    ~~~~             CONDITIONAL_STMT         yes      TK_CL                   
write                    85       TK_WRITE                 ~~~~             IO_STMT                  yes      TK_WRITE                
~~~~                     85       ~~~~                     ~~~~             STMT                     no       IO_STMT                 
(                        85       TK_OP                    ~~~~             IO_STMT                  yes      TK_OP                   
b3                       85       TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     85       ~~~~                     ~~~~             VAR                      no       SINGLE_OR_REC_ID        
~~~~                     85       ~~~~                     ~~~~             IO_STMT                  no       VAR                     
)                        85       TK_CL                    ~~~~             IO_STMT                  yes      TK_CL                   
;                        85       TK_SEM                   ~~~~             IO_STMT                  yes      TK_SEM                  
~~~~                     85       ~~~~                     ~~~~             CONDITIONAL_STMT         no       STMT                    
else                     86       TK_ELSE                  ~~~~             ELSE_PART                yes      TK_ELSE                 
~~~~                     88       ~~~~                     ~~~~             CONDITIONAL_STMT         no       ELSE_PART               
b3                       87       TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     87       ~~~~                     ~~~~             ASSIGNMENT_STMT          no       SINGLE_OR_REC_ID        
~~~~                     87       ~~~~                     ~~~~             STMT                     no       ASSIGNMENT_STMT         
<---                     87       TK_ASSIGNOP              ~~~~             ASSIGNMENT_STMT          yes      TK_ASSIGNOP             
0                        87       TK_NUM                   0                VAR                      yes      TK_NUM                  
~~~~                     87       ~~~~                     ~~~~             FACTOR                   no       VAR                     
~~~~                     87       ~~~~                     ~~~~             TERM                     no       FACTOR                  
~~~~                     87       ~~~~                     ~~~~             ARITHMETIC_EXPRESSION    no       TERM                    
~~~~                     87       ~~~~                     ~~~~             ASSIGNMENT_STMT          no       ARITHMETIC_EXPRESSION   
;                        87       TK_SEM                   ~~~~             ASSIGNMENT_STMT          yes      TK_SEM                  
~~~~                     87       ~~~~                     ~~~~             ELSE_PART                no       STMT                    
endif                    88       TK_ENDIF                 ~~~~             ELSE_PART                yes      TK_ENDIF                
~~~~                     84       ~~~~                     ~~~~             OTHER_STMTS              no       STMT                    
~~~~                     90       ~~~~                     ~~~~             OTHER_STMTS              no       OTHER_STMTS             
if                       91       TK_IF                    ~~~~             CONDITIONAL_STMT         yes      TK_IF                   
~~~~                     93       ~~~~                     ~~~~             STMT                     no       CONDITIONAL_STMT        
(                        91       TK_OP                    ~~~~             CONDITIONAL_STMT         yes      TK_OP                   
b3                       91       TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     91       ~~~~                     ~~~~             VAR                      no       SINGLE_OR_REC_ID        
~~~~                     91       ~~~~                     ~~~~             BOOLEAN_EXPRESSION       no       VAR                     
~~~~                     91       ~~~~                     ~~~~             CONDITIONAL_STMT         no       BOOLEAN_EXPRESSION      
>                        91       TK_GT                    ~~~~             RELATIONAL_OP            yes      TK_GT                   
~~~~                     91       ~~~~                     ~~~~             BOOLEAN_EXPRESSION       no       RELATIONAL_OP           
5                        91       TK_NUM                   5                VAR                      yes      TK_NUM                  
~~~~                     91       ~~~~                     ~~~~             BOOLEAN_EXPRESSION       no       VAR                     
c4                       91       TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     91       ~~~~                     ~~~~             ASSIGNMENT_STMT          no       SINGLE_OR_REC_ID        
~~~~                     91       ~~~~                     ~~~~             STMT                     no       ASSIGNMENT_STMT         
0                        91       TK_NUM                   0                VAR                      yes      TK_NUM                  
~~~~                     91       ~~~~                     ~~~~             FACTOR                   no       VAR                     
~~~~                     91       ~~~~                     ~~~~             TERM                     no       FACTOR                  
~~~~                     91       ~~~~                     ~~~~             ARITHMETIC_EXPRESSION    no       TERM                    
~~~~                     91       ~~~~                     ~~~~             ASSIGNMENT_STMT          no       ARITHMETIC_EXPRESSION   
~~~~                     91       ~~~~                     ~~~~             CONDITIONAL_STMT         no       STMT                    
write                    92       TK_WRITE                 ~~~~             IO_STMT                  yes      TK_WRITE                
~~~~                     92       ~~~~                     ~~~~             STMT                     no       IO_STMT                 
(                        92       TK_OP                    ~~~~             IO_STMT                  yes      TK_OP                   
c4                       92       TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     92       ~~~~                     ~~~~             VAR                      no       SINGLE_OR_REC_ID        
~~~~                     92       ~~~~                     ~~~~             IO_STMT                  no       VAR                     
)                        92       TK_CL                    ~~~~             IO_STMT                  yes      TK_CL                   
;                        92       TK_SEM                   ~~~~             IO_STMT                  yes      TK_SEM                  
~~~~                     92       ~~~~                     ~~~~             OTHER_STMTS              no       STMT                    
~~~~                     93       ~~~~                     ~~~~             CONDITIONAL_STMT         no       OTHER_STMTS             
endif                    93       TK_ENDIF                 ~~~~             ELSE_PART                yes      TK_ENDIF                
~~~~                     93       ~~~~                     ~~~~             CONDITIONAL_STMT         no       ELSE_PART               
~~~~                     91       ~~~~                     ~~~~             OTHER_STMTS              no       STMT                    
~~~~                     95       ~~~~                     ~~~~             OTHER_STMTS              no       OTHER_STMTS             
d4                       95       TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     95       ~~~~                     ~~~~             ASSIGNMENT_STMT          no       SINGLE_OR_REC_ID        
~~~~                     95       ~~~~                     ~~~~             STMT                     no       ASSIGNMENT_STMT         
<---                     95       TK_ASSIGNOP              ~~~~             ASSIGNMENT_STMT          yes      TK_ASSIGNOP             
b3                       95       TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     95       ~~~~                     ~~~~             VAR                      no       SINGLE_OR_REC_ID        
~~~~                     95       ~~~~                     ~~~~             FACTOR                   no       VAR                     
~~~~                     95       ~~~~                     ~~~~             TERM                     no       FACTOR                  
~~~~                     95       ~~~~                     ~~~~             ARITHMETIC_EXPRESSION    no       TERM                    
~~~~                     95       ~~~~                     ~~~~             ASSIGNMENT_STMT          no       ARITHMETIC_EXPRESSION   
;                        95       TK_SEM                   ~~~~             ASSIGNMENT_STMT          yes      TK_SEM                  
~~~~                     95       ~~~~                     ~~~~             OTHER_STMTS              no       STMT                    
~~~~                     97       ~~~~                     ~~~~             OTHER_STMTS              no       OTHER_STMTS             
return                   98       TK_RETURN                ~~~~             RETURN_STMT              yes      TK_RETURN               
~~~~                     98       ~~~~                     ~~~~             STMTS                    no       RETURN_STMT             
[                        98       TK_SQL                   ~~~~             OPTIONAL_RETURN          yes      TK_SQL                  
~~~~                     98       ~~~~                     ~~~~             RETURN_STMT              no       OPTIONAL_RETURN         
d4                       98       TK_ID                    ~~~~             ID_LIST                  yes      TK_ID                   
~~~~                     98       ~~~~                     ~~~~             OPTIONAL_RETURN          no       ID_LIST                 
]                        98       TK_SQR                   ~~~~             OPTIONAL_RETURN          yes      TK_SQR                  
;                        98       TK_SEM                   ~~~~             RETURN_STMT              yes      TK_SEM                  
end                      99       TK_END                   ~~~~             FUNCTION                 yes      TK_END                  
~~~~                     101      ~~~~                     ~~~~             PROGRAM                  no       OTHER_FUNCTIONS         
~~~~                     104      ~~~~                     ~~~~             ROOT                     no       PROGRAM                 
_main                    104      TK_MAIN                  ~~~~             MAIN_FUNCTION            yes      TK_MAIN                 
~~~~                     138      ~~~~                     ~~~~             PROGRAM                  no       MAIN_FUNCTION           
~~~~                     137      ~~~~                     ~~~~             MAIN_FUNCTION            no       STMTS                   
type                     108      TK_TYPE                  ~~~~             DECLARATION              yes      TK_TYPE                 
~~~~                     108      ~~~~                     ~~~~             DECLARATIONS             no       DECLARATION             
record                   108      TK_RECORD                ~~~~             CONSTRUCTED_DATATYPE     yes      TK_RECORD               
~~~~                     108      ~~~~                     ~~~~             DATA_TYPE                no       CONSTRUCTED_DATATYPE    
#book                    108      TK_RUID                  ~~~~             CONSTRUCTED_DATATYPE     yes      TK_RUID                 
~~~~                     108      ~~~~                     ~~~~             DECLARATION              no       DATA_TYPE               
:                        108      TK_COLON                 ~~~~             DECLARATION              yes      TK_COLON                
b2b                      108      TK_ID                    ~~~~             DECLARATION              yes      TK_ID                   
;                        108      TK_SEM                   ~~~~             DECLARATION              yes      TK_SEM                  
~~~~                     109      ~~~~                     ~~~~             STMTS                    no       DECLARATIONS            
type                     109      TK_TYPE                  ~~~~             DECLARATION              yes      TK_TYPE                 
~~~~                     109      ~~~~                     ~~~~             DECLARATIONS             no       DECLARATION             
record                   109      TK_RECORD                ~~~~             CONSTRUCTED_DATATYPE     yes      TK_RECORD               
~~~~                     109      ~~~~                     ~~~~             DATA_TYPE                no       CONSTRUCTED_DATATYPE    
#book                    109      TK_RUID                  ~~~~             CONSTRUCTED_DATATYPE     yes      TK_RUID                 
~~~~                     109      ~~~~                     ~~~~             DECLARATION              no       DATA_TYPE               
:                        109      TK_COLON                 ~~~~             DECLARATION              yes      TK_COLON                
c2b                      109      TK_ID                    ~~~~             DECLARATION              yes      TK_ID                   
;                        109      TK_SEM                   ~~~~             DECLARATION              yes      TK_SEM                  
~~~~                     110      ~~~~                     ~~~~             DECLARATIONS             no       DECLARATIONS            
type                     110      TK_TYPE                  ~~~~             DECLARATION              yes      TK_TYPE                 
~~~~                     110      ~~~~                     ~~~~             DECLARATIONS             no       DECLARATION             
union                    110      TK_UNION                 ~~~~             CONSTRUCTED_DATATYPE     yes      TK_UNION                
~~~~                     110      ~~~~                     ~~~~             DATA_TYPE                no       CONSTRUCTED_DATATYPE    
#student                 110      TK_RUID                  ~~~~             CONSTRUCTED_DATATYPE     yes      TK_RUID                 
~~~~                     110      ~~~~                     ~~~~             DECLARATION              no       DATA_TYPE               
:                        110      TK_COLON                 ~~~~             DECLARATION              yes      TK_COLON                
d2                       110      TK_ID                    ~~~~             DECLARATION              yes      TK_ID                   
;                        110      TK_SEM                   ~~~~             DECLARATION              yes      TK_SEM                  
~~~~                     112      ~~~~                     ~~~~             DECLARATIONS             no       DECLARATIONS            
type                     112      TK_TYPE                  ~~~~             DECLARATION              yes      TK_TYPE                 
~~~~                     112      ~~~~                     ~~~~             DECLARATIONS             no       DECLARATION             
int                      112      TK_INT                   ~~~~             PRIMITIVE_DATATYPE       yes      TK_INT                  
~~~~                     112      ~~~~                     ~~~~             DATA_TYPE                no       PRIMITIVE_DATATYPE      
~~~~                     112      ~~~~                     ~~~~             DECLARATION              no       DATA_TYPE               
:                        112      TK_COLON                 ~~~~             DECLARATION              yes      TK_COLON                
b2                       112      TK_ID                    ~~~~             DECLARATION              yes      TK_ID                   
;                        112      TK_SEM                   ~~~~             DECLARATION              yes      TK_SEM                  
~~~~                     113      ~~~~                     ~~~~             DECLARATIONS             no       DECLARATIONS            
type                     113      TK_TYPE                  ~~~~             DECLARATION              yes      TK_TYPE                 
~~~~                     113      ~~~~                     ~~~~             DECLARATIONS             no       DECLARATION             
real                     113      TK_REAL                  ~~~~             PRIMITIVE_DATATYPE       yes      TK_REAL                 
~~~~                     113      ~~~~                     ~~~~             DATA_TYPE                no       PRIMITIVE_DATATYPE      
~~~~                     113      ~~~~                     ~~~~             DECLARATION              no       DATA_TYPE               
:                        113      TK_COLON                 ~~~~             DECLARATION              yes      TK_COLON                
c3                       113      TK_ID                    ~~~~             DECLARATION              yes      TK_ID                   
;                        113      TK_SEM                   ~~~~             DECLARATION              yes      TK_SEM                  
~~~~                     114      ~~~~                     ~~~~             DECLARATIONS             no       DECLARATIONS            
type                     114      TK_TYPE                  ~~~~             DECLARATION              yes      TK_TYPE                 
~~~~                     114      ~~~~                     ~~~~             DECLARATIONS             no       DECLARATION             
int                      114      TK_INT                   ~~~~             PRIMITIVE_DATATYPE       yes      TK_INT                  
~~~~                     114      ~~~~                     ~~~~             DATA_TYPE                no       PRIMITIVE_DATATYPE      
~~~~                     114      ~~~~                     ~~~~             DECLARATION              no       DATA_TYPE               
:                        114      TK_COLON                 ~~~~             DECLARATION              yes      TK_COLON                
d4                       114      TK_ID                    ~~~~             DECLARATION              yes      TK_ID                   
;                        114      TK_SEM                   ~~~~             DECLARATION              yes      TK_SEM                  
~~~~                     116      ~~~~                     ~~~~             DECLARATIONS             no       DECLARATIONS            
read                     118      TK_READ                  ~~~~             IO_STMT                  yes      TK_READ                 
~~~~                     118      ~~~~                     ~~~~             STMT                     no       IO_STMT                 
b2                       118      TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     118      ~~~~                     ~~~~             VAR                      no       SINGLE_OR_REC_ID        
~~~~                     118      ~~~~                     ~~~~             IO_STMT                  no       VAR                     
)                        118      TK_CL                    ~~~~             IO_STMT                  yes      TK_CL                   
;                        118      TK_SEM                   ~~~~             IO_STMT                  yes      TK_SEM                  
~~~~                     118      ~~~~                     ~~~~             OTHER_STMTS              no       STMT                    
~~~~                     119      ~~~~                     ~~~~             STMTS                    no       OTHER_STMTS             
read                     119      TK_READ                  ~~~~             IO_STMT                  yes      TK_READ                 
~~~~                     119      ~~~~                     ~~~~             STMT                     no       IO_STMT                 
(                        119      TK_OP                    ~~~~             IO_STMT                  yes      TK_OP                   
c3                       119      TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     119      ~~~~                     ~~~~             VAR                      no       SINGLE_OR_REC_ID        
~~~~                     119      ~~~~                     ~~~~             IO_STMT                  no       VAR                     
)                        119      TK_CL                    ~~~~             IO_STMT                  yes      TK_CL                   
;                        119      TK_SEM                   ~~~~             IO_STMT                  yes      TK_SEM                  
~~~~                     119      ~~~~                     ~~~~             OTHER_STMTS              no       STMT                    
~~~~                     121      ~~~~                     ~~~~             OTHER_STMTS              no       OTHER_STMTS             
b2b                      122      TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     122      ~~~~                     ~~~~             ASSIGNMENT_STMT          no       SINGLE_OR_REC_ID        
.                        122      TK_DOT                   ~~~~             ONE_EXPANSION            yes      TK_DOT                  
~~~~                     122      ~~~~                     ~~~~             OPTION_SINGLE_CONSTRUCTED no       ONE_EXPANSION           
edition                  122      TK_FIELDID               ~~~~             ONE_EXPANSION            yes      TK_FIELDID              
~~~~                     122      ~~~~                     ~~~~             SINGLE_OR_REC_ID         no       OPTION_SINGLE_CONSTRUCTED
~~~~                     122      ~~~~                     ~~~~             STMT                     no       ASSIGNMENT_STMT         
<---                     122      TK_ASSIGNOP              ~~~~             ASSIGNMENT_STMT          yes      TK_ASSIGNOP             
1                        122      TK_NUM                   1                VAR                      yes      TK_NUM                  
~~~~                     122      ~~~~                     ~~~~             FACTOR                   no       VAR                     
~~~~                     122      ~~~~                     ~~~~             TERM                     no       FACTOR                  
~~~~                     122      ~~~~                     ~~~~             ARITHMETIC_EXPRESSION    no       TERM                    
~~~~                     122      ~~~~                     ~~~~             ASSIGNMENT_STMT          no       ARITHMETIC_EXPRESSION   
;                        122      TK_SEM                   ~~~~             ASSIGNMENT_STMT          yes      TK_SEM                  
~~~~                     122      ~~~~                     ~~~~             OTHER_STMTS              no       STMT                    
~~~~                     123      ~~~~                     ~~~~             OTHER_STMTS              no       OTHER_STMTS             
b2b                      123      TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     123      ~~~~                     ~~~~             ASSIGNMENT_STMT          no       SINGLE_OR_REC_ID        
.                        123      TK_DOT                   ~~~~             ONE_EXPANSION            yes      TK_DOT                  
~~~~                     123      ~~~~                     ~~~~             OPTION_SINGLE_CONSTRUCTED no       ONE_EXPANSION           
price                    123      TK_FIELDID               ~~~~             ONE_EXPANSION            yes      TK_FIELDID              
~~~~                     123      ~~~~                     ~~~~             SINGLE_OR_REC_ID         no       OPTION_SINGLE_CONSTRUCTED
~~~~                     123      ~~~~                     ~~~~             STMT                     no       ASSIGNMENT_STMT         
<---                     123      TK_ASSIGNOP              ~~~~             ASSIGNMENT_STMT          yes      TK_ASSIGNOP             
300.50                   123      TK_RNUM                  300.50           VAR                      yes      TK_RNUM                 
~~~~                     123      ~~~~                     ~~~~             FACTOR                   no       VAR                     
~~~~                     123      ~~~~                     ~~~~             TERM                     no       FACTOR                  
~~~~                     123      ~~~~                     ~~~~             ARITHMETIC_EXPRESSION    no       TERM                    
~~~~                     123      ~~~~                     ~~~~             ASSIGNMENT_STMT          no       ARITHMETIC_EXPRESSION   
;                        123      TK_SEM                   ~~~~             ASSIGNMENT_STMT          yes      TK_SEM                  
~~~~                     123      ~~~~                     ~~~~             OTHER_STMTS              no       STMT                    
~~~~                     125      ~~~~                     ~~~~             OTHER_STMTS              no       OTHER_STMTS             
c2b                      125      TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     125      ~~~~                     ~~~~             ASSIGNMENT_STMT          no       SINGLE_OR_REC_ID        
.                        125      TK_DOT                   ~~~~             ONE_EXPANSION            yes      TK_DOT                  
~~~~                     125      ~~~~                     ~~~~             OPTION_SINGLE_CONSTRUCTED no       ONE_EXPANSION           
edition                  125      TK_FIELDID               ~~~~             ONE_EXPANSION            yes      TK_FIELDID              
~~~~                     125      ~~~~                     ~~~~             SINGLE_OR_REC_ID         no       OPTION_SINGLE_CONSTRUCTED
~~~~                     125      ~~~~                     ~~~~             STMT                     no       ASSIGNMENT_STMT         
<---                     125      TK_ASSIGNOP              ~~~~             ASSIGNMENT_STMT          yes      TK_ASSIGNOP             
2                        125      TK_NUM                   2                VAR                      yes      TK_NUM                  
~~~~                     125      ~~~~                     ~~~~             FACTOR                   no       VAR                     
~~~~                     125      ~~~~                     ~~~~             TERM                     no       FACTOR                  
~~~~                     125      ~~~~                     ~~~~             ARITHMETIC_EXPRESSION    no       TERM                    
~~~~                     125      ~~~~                     ~~~~             ASSIGNMENT_STMT          no       ARITHMETIC_EXPRESSION   
;                        125      TK_SEM                   ~~~~             ASSIGNMENT_STMT          yes      TK_SEM                  
~~~~                     125      ~~~~                     ~~~~             OTHER_STMTS              no       STMT                    
~~~~                     126      ~~~~                     ~~~~             OTHER_STMTS              no       OTHER_STMTS             
c2b                      126      TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     126      ~~~~                     ~~~~             ASSIGNMENT_STMT          no       SINGLE_OR_REC_ID        
.                        126      TK_DOT                   ~~~~             ONE_EXPANSION            yes      TK_DOT                  
~~~~                     126      ~~~~                     ~~~~             OPTION_SINGLE_CONSTRUCTED no       ONE_EXPANSION           
price                    126      TK_FIELDID               ~~~~             ONE_EXPANSION            yes      TK_FIELDID              
~~~~                     126      ~~~~                     ~~~~             SINGLE_OR_REC_ID         no       OPTION_SINGLE_CONSTRUCTED
~~~~                     126      ~~~~                     ~~~~             STMT                     no       ASSIGNMENT_STMT         
<---                     126      TK_ASSIGNOP              ~~~~             ASSIGNMENT_STMT          yes      TK_ASSIGNOP             
450.75                   126      TK_RNUM                  450.75           VAR                      yes      TK_RNUM                 
~~~~                     126      ~~~~                     ~~~~             FACTOR                   no       VAR                     
~~~~                     126      ~~~~                     ~~~~             TERM                     no       FACTOR                  
~~~~                     126      ~~~~                     ~~~~             ARITHMETIC_EXPRESSION    no       TERM                    
~~~~                     126      ~~~~                     ~~~~             ASSIGNMENT_STMT          no       ARITHMETIC_EXPRESSION   
;                        126      TK_SEM                   ~~~~             ASSIGNMENT_STMT          yes      TK_SEM                  
~~~~                     126      ~~~~                     ~~~~             OTHER_STMTS              no       STMT                    
~~~~                     128      ~~~~                     ~~~~             OTHER_STMTS              no       OTHER_STMTS             
[                        129      TK_SQL                   ~~~~             OUTPUT_PARAMETERS        yes      TK_SQL                  
~~~~                     129      ~~~~                     ~~~~             FUN_CALL_STMT            no       OUTPUT_PARAMETERS       
c3                       129      TK_ID                    ~~~~             ID_LIST                  yes      TK_ID                   
~~~~                     129      ~~~~                     ~~~~             OUTPUT_PARAMETERS        no       ID_LIST                 
,                        129      TK_COMMA                 ~~~~             MORE_IDS                 yes      TK_COMMA                
~~~~                     129      ~~~~                     ~~~~             ID_LIST                  no       MORE_IDS                
d4                       129      TK_ID                    ~~~~             ID_LIST                  yes      TK_ID                   
~~~~                     129      ~~~~                     ~~~~             MORE_IDS                 no       ID_LIST                 
]                        129      TK_SQR                   ~~~~             OUTPUT_PARAMETERS        yes      TK_SQR                  
<---                     129      TK_ASSIGNOP              ~~~~             OUTPUT_PARAMETERS        yes      TK_ASSIGNOP             
~~~~                     129      ~~~~                     ~~~~             STMT                     no       FUN_CALL_STMT           
call                     129      TK_CALL                  ~~~~             FUN_CALL_STMT            yes      TK_CALL                 
_calculateMetrics        129      TK_FUNID                 ~~~~             FUN_CALL_STMT            yes      TK_FUNID                
with                     129      TK_WITH                  ~~~~             FUN_CALL_STMT            yes      TK_WITH                 
parameters               129      TK_PARAMETERS            ~~~~             FUN_CALL_STMT            yes      TK_PARAMETERS           
[                        129      TK_SQL                   ~~~~             INPUT_PARAMETERS         yes      TK_SQL                  
~~~~                     129      ~~~~                     ~~~~             FUN_CALL_STMT            no       INPUT_PARAMETERS        
b2                       129      TK_ID                    ~~~~             ID_LIST                  yes      TK_ID                   
~~~~                     129      ~~~~                     ~~~~             INPUT_PARAMETERS         no       ID_LIST                 
,                        129      TK_COMMA                 ~~~~             MORE_IDS                 yes      TK_COMMA                
~~~~                     129      ~~~~                     ~~~~             ID_LIST                  no       MORE_IDS                
c3                       129      TK_ID                    ~~~~             ID_LIST                  yes      TK_ID                   
~~~~                     129      ~~~~                     ~~~~             MORE_IDS                 no       ID_LIST                 
]                        129      TK_SQR                   ~~~~             INPUT_PARAMETERS         yes      TK_SQR                  
;                        129      TK_SEM                   ~~~~             FUN_CALL_STMT            yes      TK_SEM                  
~~~~                     129      ~~~~                     ~~~~             OTHER_STMTS              no       STMT                    
~~~~                     130      ~~~~                     ~~~~             OTHER_STMTS              no       OTHER_STMTS             
[                        130      TK_SQL                   ~~~~             OUTPUT_PARAMETERS        yes      TK_SQL                  
~~~~                     130      ~~~~                     ~~~~             FUN_CALL_STMT            no       OUTPUT_PARAMETERS       
d4                       130      TK_ID                    ~~~~             ID_LIST                  yes      TK_ID                   
~~~~                     130      ~~~~                     ~~~~             OUTPUT_PARAMETERS        no       ID_LIST                 
]                        130      TK_SQR                   ~~~~             OUTPUT_PARAMETERS        yes      TK_SQR                  
<---                     130      TK_ASSIGNOP              ~~~~             OUTPUT_PARAMETERS        yes      TK_ASSIGNOP             
~~~~                     130      ~~~~                     ~~~~             STMT                     no       FUN_CALL_STMT           
call                     130      TK_CALL                  ~~~~             FUN_CALL_STMT            yes      TK_CALL                 
_processData             130      TK_FUNID                 ~~~~             FUN_CALL_STMT            yes      TK_FUNID                
with                     130      TK_WITH                  ~~~~             FUN_CALL_STMT            yes      TK_WITH                 
parameters               130      TK_PARAMETERS            ~~~~             FUN_CALL_STMT            yes      TK_PARAMETERS           
[                        130      TK_SQL                   ~~~~             INPUT_PARAMETERS         yes      TK_SQL                  
~~~~                     130      ~~~~                     ~~~~             FUN_CALL_STMT            no       INPUT_PARAMETERS        
d4                       130      TK_ID                    ~~~~             ID_LIST                  yes      TK_ID                   
~~~~                     130      ~~~~                     ~~~~             INPUT_PARAMETERS         no       ID_LIST                 
]                        130      TK_SQR                   ~~~~             INPUT_PARAMETERS         yes      TK_SQR                  
;                        130      TK_SEM                   ~~~~             FUN_CALL_STMT            yes      TK_SEM                  
~~~~                     130      ~~~~                     ~~~~             OTHER_STMTS              no       STMT                    
